CD,STATION,ICAO,IATA,SYNOP,LATdeg,LATmin,LONdeg,LONmin,ELEV,M,N,V,U,A,C,PRIORITY,COUNTRY CODE,LAT,LON
AL,MAXWELL AFB/MGM,KMXF,MXF,,32,23N,086,22W,47,X,,T,,,,6.0,US,32.38333333333333,-86.36666666666666
AL,MOBILE/BATES,KMOB,MOB,72223,30,41N,088,15W,67,X,X,T,,A,F,3.0,US,30.683333333333334,-88.25
AL,MOBILE/BROOKLEY,KBFM,BFM,,30,37N,088,04W,7,X,,T,,A,,7.0,US,30.616666666666667,-88.06666666666666
AL,MONTGOMERY,KMGM,MGM,72226,32,18N,086,24W,64,X,,U,,A,,4.0,US,32.3,-86.4
AL,MUSCLE SHOAL,KMSL,MSL,,34,45N,087,36W,170,X,,U,,A,,6.0,US,34.75,-87.6
AL,OZARK/CAIRNS AAF,KOZR,OZR,,31,17N,085,43W,90,X,,T,,,,6.0,US,31.283333333333335,-85.71666666666667
AL,PELL CITY,KPLR,PLR,,33,34N,086,15W,145,X,,,,,,7.0,US,33.56666666666667,-86.25
AL,PHI OIL PLAT,KRAM,,,29,03N,088,05W,10,X,,,,H,,8.0,US,29.05,-88.08333333333333
AL,PRATTVILLE,K1A9,,,32,26N,086,31W,65,X,,,,,,7.0,US,32.43333333333333,-86.51666666666667
AL,REDSTONE ARSENAL,KHUA,HUA,,34,41N,086,41W,200,X,,T,,W,,8.0,US,34.68333333333333,-86.68333333333334
AL,SCOTTSBORO,K4A6,,,34,41N,086,00W,191,X,,,,,,8.0,US,34.68333333333333,-86.0
AL,SELMA/CRAIG FLD,KSEM,SEM,,32,21N,086,59W,48,X,,,,,,7.0,US,32.35,-86.98333333333333
AL,SYLACAUGA,KSCD,,,33,10N,086,18W,164,X,,,,,,7.0,US,33.166666666666664,-86.3
AL,TALLADEGA,KASN,ASN,,33,34N,086,03W,159,X,,T,,,,8.0,US,33.56666666666667,-86.05
AL,TROY,KTOI,TOI,,31,51N,086,01W,120,X,,T,,A,,7.0,US,31.85,-86.01666666666667
AL,TUSCALOOSA,KTCL,TCL,,33,13N,087,37W,48,X,,T,,A,,6.0,US,33.21666666666667,-87.61666666666666
AL,VIOSCA KNOLL768,KVOA,,,29,14N,087,47W,53,X,,,,,,9.0,US,29.233333333333334,-87.78333333333333
AR,ARKADELPHIA,KADF,,,34,06N,093,04W,54,X,,T,,,,8.0,US,34.1,-93.06666666666666
AR,BATESVILLE,KBVX,BVX,,35,44N,091,39W,137,X,,,,W,,7.0,US,35.733333333333334,-91.65
AR,BENTON,KSUZ,,,34,35N,092,29W,114,X,,,,W,,7.0,US,34.583333333333336,-92.48333333333333
AR,BENTONVILLE,KH00,,,36,21N,094,13W,395,X,,,,W,,7.0,US,36.35,-94.21666666666667
AR,BENTONVILLE,KVBT,,,36,21N,094,13W,390,X,,,,W,,7.0,US,36.35,-94.21666666666667
AR,BENTONVILLE (NW),KXNA,XNA,,36,17N,094,18W,390,X,,T,,,,6.0,US,36.28333333333333,-94.3
AR,BLYTHEVILLE,KBYH,BYH,,35,58N,089,57W,77,X,,,,A,,7.0,US,35.96666666666667,-89.95
AR,BLYTHEVILLE,KHKA,HKA,,35,56N,089,50W,78,X,,,,A,,7.0,US,35.93333333333333,-89.83333333333333
AR,CAMDEN,KCDH,CDH,,33,37N,092,46W,38,X,,,,,,8.0,US,33.61666666666667,-92.76666666666667
AR,CANTRELL,KCXW,,,35,01N,092,33W,84,X,,,,,,8.0,US,35.016666666666666,-92.55
AR,CLINTON MUNI,KCCA,,,35,36N,092,27W,152,X,,,,,,8.0,US,35.6,-92.45
AR,CORNING,K4M9,,,36,24N,090,39W,86,X,,,,,,8.0,US,36.4,-90.65
AR,DE QUEEN,KDEQ,,,34,03N,094,24W,107,X,,,,A,,7.0,US,34.05,-94.4
AR,EL DORADO,KELD,ELD,,33,13N,092,49W,76,X,,U,,A,,6.0,US,33.21666666666667,-92.81666666666666
AR,FAYETTEVILLE,KFYV,FYV,,36,01N,094,10W,377,X,,T,,A,,4.0,US,36.016666666666666,-94.16666666666667
AR,FLIPPIN (AWOS),KFLP,FLP,,36,17N,092,35W,215,X,,,,W,,7.0,US,36.28333333333333,-92.58333333333333
AR,FORT SMITH,KFSM,FSM,72344,35,20N,094,22W,136,X,,U,,A,,3.0,US,35.333333333333336,-94.36666666666666
AR,HARRISON,KHRO,HRO,,36,16N,093,09W,417,X,,T,,A,,6.0,US,36.266666666666666,-93.15
AR,HOT SPRINGS,KHOT,HOT,,34,29N,093,06W,153,X,,T,,A,,6.0,US,34.483333333333334,-93.1
AR,JONESBORO,KJBR,JBR,,35,50N,090,39W,79,X,,T,,A,,6.0,US,35.833333333333336,-90.65
AR,LITTLE ROCK AFB,KLRF,LRF,,34,55N,092,07W,85,X,,T,,,,1.0,US,34.916666666666664,-92.11666666666666
AR,LITTLE ROCK,KLIT,LIT,,34,44N,092,14W,77,X,,U,,A,,0.0,US,34.733333333333334,-92.23333333333333
AR,MAGNOLIA,KAGO,,,33,14N,093,13W,91,X,,,,,,7.0,US,33.233333333333334,-93.21666666666667
AR,MENA INTERMTN,KMEZ,UMZ,,34,33N,094,12W,320,X,,,,W,,8.0,US,34.55,-94.2
AR,MONTICELLO,KLLQ,,,33,38N,091,45W,86,X,,T,,A,,7.0,US,33.63333333333333,-91.75
AR,MOUNTAIN HOME,KBPK,WMH,,36,22N,092,28W,279,X,,T,,A,,7.0,US,36.36666666666667,-92.46666666666667
AR,MOUNT IDA,KMWT,,,34,33N,093,35W,220,X,,,,A,,7.0,US,34.55,-93.58333333333333
AR,NEWPORT,KM19,,,35,39N,091,10W,72,X,,,,,,8.0,US,35.65,-91.16666666666667
AR,N LITTLE ROCK,KORK,,,34,50N,092,15W,166,X,,,,,,8.0,US,34.833333333333336,-92.25
AR,N. LITTLE ROCK,KLZK,,72340,34,50N,092,16W,173,X,X,,X,,F,8.0,US,34.833333333333336,-92.26666666666667
AR,PINE BLUFF/GRIDR,KPBF,PBF,,34,11N,091,56W,63,X,,T,,A,,6.0,US,34.18333333333333,-91.93333333333334
AR,ROGERS,KROG,ROG,,36,22N,094,06W,407,X,,T,,W,,7.0,US,36.36666666666667,-94.1
AR,RUSSELLVILLE,KRUE,,,35,15N,093,06W,119,X,,,,A,,7.0,US,35.25,-93.1
AR,SEARCY,KSRC,SRC,,35,13N,091,44W,80,X,,,,,,7.0,US,35.21666666666667,-91.73333333333333
AR,SILOAM SPRING,KSLG,SLG,,36,12N,094,29W,361,X,,Z,,,,7.0,US,36.2,-94.48333333333333
AR,SPRINGDALE MUNI,KASG,SPZ,,36,10N,094,07W,410,X,,,,,,7.0,US,36.166666666666664,-94.11666666666666
AR,STUTTGART,KSGT,SGT,,34,36N,091,34W,67,X,,Z,,,,7.0,US,34.6,-91.56666666666666
AR,TEXARKANA,KTXK,TXK,,33,27N,093,59W,118,X,,U,,A,,6.0,US,33.45,-93.98333333333333
AR,WALNUT RIDGE,KARG,ARG,,36,07N,090,55W,82,X,,V,,,,6.0,US,36.11666666666667,-90.91666666666667
AR,W MEMPHIS MUNI,KAWM,AWM,,35,08N,090,14W,64,X,,,,A,,5.0,US,35.13333333333333,-90.23333333333333
AZ,AK-CHIN,KA39,,,32,59N,111,55W,391,X,,,,,,7.0,US,32.983333333333334,-111.91666666666667
AZ,BUCKEYE,KBXK,BXK,,33,25N,112,41W,303,X,,,,,,8.0,US,33.416666666666664,-112.68333333333334
AZ,BULLHEAD CITY,KIFP,IFP,,35,09N,114,34W,210,X,,T,,,,7.0,US,35.15,-114.56666666666666
AZ,CASA GRANDA,KCGZ,CGZ,,32,57N,111,46W,444,X,,,,W,,7.0,US,32.95,-111.76666666666667
AZ,CHANDLER,KCHD,,,33,16N,111,49W,378,X,,,,H,,8.0,US,33.266666666666666,-111.81666666666666
AZ,CHANDLER/MESA,KIWA,AZA,,33,18N,111,39W,420,X,X,T,,,,3.0,US,33.3,-111.65
AZ,COLORADO CITY,KAZC,,,36,58N,113,01W,1476,X,,,,,,8.0,US,36.96666666666667,-113.01666666666667
AZ,COOLIDGE MUNI,KP08,,,32,56N,111,26W,477,X,,,,W,,8.0,US,32.93333333333333,-111.43333333333334
AZ,COTTONWOOD,KP52,,,34,44N,112,02W,1085,X,,,,,,7.0,US,34.733333333333334,-112.03333333333333
AZ,DAVIS/TUCSON,KDMA,DMA,,32,10N,110,53W,804,X,,T,,,,6.0,US,32.166666666666664,-110.88333333333334
AZ,DOUGLAS BISBEE,KDUG,DUG,,31,28N,109,36W,1260,X,,T,,,,6.0,US,31.466666666666665,-109.6
AZ,FLAGSTAFF,KFLG,FLG,,35,08N,111,40W,2134,X,,T,,A,,2.0,US,35.13333333333333,-111.66666666666667
AZ,FORT HUACHUCA,KFHU,FHU,72273,31,35N,110,21W,1424,X,,T,,,,6.0,US,31.583333333333332,-110.35
AZ,GILA BEND (AAF),KGXF,,,32,53N,112,43W,261,X,,,,,,7.0,US,32.88333333333333,-112.71666666666667
AZ,GLENDALE,KGEU,,,33,32N,112,18W,319,X,,,,,,7.0,US,33.53333333333333,-112.3
AZ,GOODYEAR MUNICIP,KGYR,GYR,,33,25N,112,22W,292,X,,,,,,7.0,US,33.416666666666664,-112.36666666666666
AZ,GRAND CANYON,KGCN,GCN,,35,57N,112,09W,1993,X,,T,,A,,4.0,US,35.95,-112.15
AZ,GRAND CANYON/VAL,K40G,,,35,38N,112,09W,1830,X,,,,,,7.0,US,35.63333333333333,-112.15
AZ,KINGMAN,KIGM,IGM,72370,35,15N,113,56W,1045,X,,,,A,,7.0,US,35.25,-113.93333333333334
AZ,LAGUNA (AAF),KLGF,LGF,,32,52N,114,24W,118,X,,,,,,8.0,US,32.86666666666667,-114.4
AZ,LAKE HAVASU CITY,KHII,HII,,34,34N,114,22W,241,X,,,,,,8.0,US,34.56666666666667,-114.36666666666666
AZ,LUKE AFB/GLENDAL,KLUF,LUF,,33,32N,112,22W,333,X,,T,,,,6.0,US,33.53333333333333,-112.36666666666666
AZ,MARANA,KMZJ,MZJ,,32,31N,111,19W,574,X,,,,,,7.0,US,32.516666666666666,-111.31666666666666
AZ,MESA/FALCON FLD,KFFZ,MSC,,33,28N,111,43W,420,X,,,,,,7.0,US,33.46666666666667,-111.71666666666667
AZ,NOGALES,KOLS,OLS,,31,25N,110,51W,1194,X,,T,,A,,6.0,US,31.416666666666668,-110.85
AZ,PAGE,KPGA,PGA,72371,36,55N,111,27W,1310,X,,T,,A,,3.0,US,36.916666666666664,-111.45
AZ,PAYSON,KPAN,PJB,,34,15N,111,20W,1575,X,,,,W,,9.0,US,34.25,-111.33333333333333
AZ,PHOENIX/DEER VLY,KDVT,DVT,,33,41N,112,04W,454,X,,T,,A,,1.0,US,33.68333333333333,-112.06666666666666
AZ,PHOENIX/SKY HRBR,KPHX,PHX,72278,33,26N,112,01W,338,X,,U,,A,,0.0,US,33.43333333333333,-112.01666666666667
AZ,PIONEER AIRFIELD,KALK,,,31,36N,110,26W,1451,X,,,,,,8.0,US,31.6,-110.43333333333334
AZ,PRESCOTT,KPRC,PRC,,34,39N,112,25W,1528,X,,T,,A,,3.0,US,34.65,-112.41666666666667
AZ,SAFFORD,KSAD,SAD,,32,51N,109,38W,937,X,,S,,A,,6.0,US,32.85,-109.63333333333334
AZ,SCOTTSDALE,KSDL,SCF,,33,37N,111,55W,438,X,,T,,A,,7.0,US,33.61666666666667,-111.91666666666667
AZ,SEDONA,KSEZ,SDX,,34,51N,111,47W,1455,X,,T,,,,8.0,US,34.85,-111.78333333333333
AZ,SHOW LOW MUNICIP,KSOW,SOW,,34,16N,110,00W,1954,X,,S,,,,6.0,US,34.266666666666666,-110.0
AZ,SPRINGERVILLE,KJTC,,,34,08N,109,19W,2148,X,,,,,,7.0,US,34.13333333333333,-109.31666666666666
AZ,ST. JOHNS,KSJN,SJN,,34,31N,109,23W,1747,X,,V,,A,,6.0,US,34.516666666666666,-109.38333333333334
AZ,TAYLOR,KTYL,TYZ,,34,27N,110,07W,1748,X,,,,,,8.0,US,34.45,-110.11666666666666
AZ,TUCSON,KTUS,TUS,,32,08N,110,57W,776,X,,U,,A,,2.0,US,32.13333333333333,-110.95
AZ,TUCSON/MARANA,KAVQ,AVW,,32,24N,111,13W,618,X,,,,,,8.0,US,32.4,-111.21666666666667
AZ,TUCSON/RYAN FLD,KRYN,,,32,09N,111,10W,731,X,,,,W,,8.0,US,32.15,-111.16666666666667
AZ,WILLIAMS CLARK,KCMR,,,35,18N,112,12W,2039,X,,,,,,8.0,US,35.3,-112.2
AZ,WINDOW ROCK,KRQE,,,35,39N,109,04W,2056,X,,,,A,,7.0,US,35.65,-109.06666666666666
AZ,WINSLOW,KINW,INW,72374,35,02N,110,43W,1492,X,,U,,A,,4.0,US,35.03333333333333,-110.71666666666667
AZ,YUMA AUX,KNOZ,,,32,32N,114,30W,78,X,,,,,,8.0,US,32.53333333333333,-114.5
AZ,YUMA INTL,KYUM,,72280,32,39N,114,36W,63,X,,T,,,,3.0,US,32.65,-114.6
AZ,YUMA MCAS,KNYL,YUM,,32,39N,114,37W,58,X,,T,,,,6.0,US,32.65,-114.61666666666666
CA,ALAMEDA NAS,KNGZ,,74506,37,46N,122,19W,4,X,,,,,,7.0,US,37.766666666666666,-122.31666666666666
CA,ALTURAS,KAAT,,,41,29N,120,34W,1336,X,,,,A,,7.0,US,41.483333333333334,-120.56666666666666
CA,APPLE VALLEY,KAPV,APV,,34,34N,117,11W,902,X,,,,,,8.0,US,34.56666666666667,-117.18333333333334
CA,ARCATA/EUREKA,KACV,ACV,,40,59N,124,06W,63,X,,T,,A,,6.0,US,40.983333333333334,-124.1
CA,AUBURN MUNI,KAUN,AUN,,38,57N,121,05W,453,X,,,,W,,8.0,US,38.95,-121.08333333333333
CA,AVALON,KAVX,AVX,72292,33,24N,118,25W,482,X,,,,A,,7.0,US,33.4,-118.41666666666667
CA,BAKERSFIELD,KBFL,BFL,72384,35,26N,119,03W,146,X,,T,,A,,6.0,US,35.43333333333333,-119.05
CA,BEALE AFB/MARYSV,KBAB,BAB,,39,08N,121,26W,31,X,,T,,,,6.0,US,39.13333333333333,-121.43333333333334
CA,BEAUMONT,KBUO,,,33,55N,116,58W,692,X,,,,,,7.0,US,33.916666666666664,-116.96666666666667
CA,BICYCLE LAKE,KBYS,BYS,74611,35,17N,116,38W,717,X,,T,,,,6.0,US,35.28333333333333,-116.63333333333334
CA,BIG BEAR CITY,KL35,,,34,16N,116,51W,2062,X,,,,,,8.0,US,34.266666666666666,-116.85
CA,BISHOP,KBIH,BIH,72480,37,22N,118,21W,1252,X,,T,,A,,6.0,US,37.36666666666667,-118.35
CA,BLYTHE,KBLH,BLH,,33,37N,114,43W,119,X,,T,,A,,6.0,US,33.61666666666667,-114.71666666666667
CA,BORREGO SPRINGS,KL08,,,33,16N,116,19W,156,X,,,,,,8.0,US,33.266666666666666,-116.31666666666666
CA,BRIDGEPORT,KO57,,,38,16N,119,13W,1973,X,,,,W,,8.0,US,38.266666666666666,-119.21666666666667
CA,BRIDGEPORT(MCMWT,KBAN,,,38,21N,119,31W,2067,X,,,,,,8.0,US,38.35,-119.51666666666667
CA,BURBANK,KBUR,BUR,72288,34,12N,118,22W,221,X,,T,,A,,6.0,US,34.2,-118.36666666666666
CA,BURNEY,KBNY,,,40,52N,121,40W,957,X,,,,,,7.0,US,40.86666666666667,-121.66666666666667
CA,BYRON,KC83,,,37,50N,121,37W,16,X,,,,,,8.0,US,37.833333333333336,-121.61666666666666
CA,CALEXICO INTL,KCXL,CXL,,32,40N,115,30W,1,X,,,,,,7.0,US,32.666666666666664,-115.5
CA,CAMARILLO,KCMA,,,34,13N,119,06W,20,X,,T,,W,,7.0,US,34.21666666666667,-119.1
CA,CAMPO,KCZZ,,,32,38N,116,28W,805,X,,,,A,,7.0,US,32.63333333333333,-116.46666666666667
CA,CAMP PENDLETON,KNFG,,,33,18N,117,21W,21,X,,T,,,,6.0,US,33.3,-117.35
CA,CARLSBAD,KCRQ,CLD,,33,08N,117,17W,96,X,,T,,A,,6.0,US,33.13333333333333,-117.28333333333333
CA,CEDARVILLE,KO59,,,41,33N,120,10W,1409,X,,,,,,8.0,US,41.55,-120.16666666666667
CA,CHESTER,KO05,,,40,17N,121,14W,1380,X,,,,,,7.0,US,40.28333333333333,-121.23333333333333
CA,CHICO MUNICIPAL,KCIC,CIC,,39,47N,121,51W,72,X,,,,,,7.0,US,39.78333333333333,-121.85
CA,CHINA LAKE (NAF),KNID,,74612,35,41N,117,41W,682,X,,T,,,,4.0,US,35.68333333333333,-117.68333333333334
CA,CHINO,KCNO,CNO,,33,59N,117,37W,191,X,,,,A,,7.0,US,33.983333333333334,-117.61666666666666
CA,COLUMBIA,KO22,,,38,02N,120,25W,637,X,,,,,,7.0,US,38.03333333333333,-120.41666666666667
CA,CONCORD,KCCR,CCR,,38,00N,122,03W,6,X,,,,A,,7.0,US,38.0,-122.05
CA,CORONA MUNI,KAJO,,,33,54N,117,36W,161,X,,,,,,8.0,US,33.9,-117.6
CA,COSTA MESA,KSNA,SNA,,33,40N,117,52W,14,X,,T,,,,6.0,US,33.666666666666664,-117.86666666666666
CA,CRESCENT CITY,KCEC,CEC,,41,47N,124,14W,17,X,,T,,,,6.0,US,41.78333333333333,-124.23333333333333
CA,DAGGETT,KDAG,DAG,,34,51N,116,47W,584,X,,T,,A,,6.0,US,34.85,-116.78333333333333
CA,DAVIS YOLO CNTY,KDWA,,,38,35N,121,51W,28,X,,,,,,8.0,US,38.583333333333336,-121.85
CA,DAVIS,KEDU,,,38,32N,121,47W,20,X,,,,W,,8.0,US,38.53333333333333,-121.78333333333333
CA,DELANO,KDLO,,,35,45N,119,14W,97,X,,,,,,8.0,US,35.75,-119.23333333333333
CA,EDWARDS AFB,KEDW,EDW,72381,34,54N,117,52W,698,X,,T,X,,,3.0,US,34.9,-117.86666666666666
CA,EDWARDS N-AUX,K9L2,,,34,59N,117,52W,697,X,,,,,,8.0,US,34.983333333333334,-117.86666666666666
CA,EL CENTRO NAF,KNJK,NJK,72281,32,49N,115,40W,-15,X,,T,,,,6.0,US,32.81666666666667,-115.66666666666667
CA,EL MONTE,KEMT,EMT,,34,05N,118,02W,84,X,,,,,,7.0,US,34.083333333333336,-118.03333333333333
CA,EMIGRANT GAP,KBLU,BLU,,39,17N,120,42W,1605,X,,,,A,,7.0,US,39.28333333333333,-120.7
CA,EUREKA/MURRAY,KEKA,EKA,72594,40,48N,124,06W,13,X,,,,,F,8.0,US,40.8,-124.1
CA,FALLBROOK AIRPAR,KL18,,,33,21N,117,15W,215,X,,,,,,7.0,US,33.35,-117.25
CA,FORT ORD/FRITZSC,KOAR,OAR,,36,40N,121,46W,41,X,,,,,,8.0,US,36.666666666666664,-121.76666666666667
CA,FORTUNA,KFOT,,,40,33N,124,08W,118,X,,,,,,8.0,US,40.55,-124.13333333333334
CA,FRESNO CHANDLER,KFCH,FCH,,36,43N,119,49W,85,X,,,,,,7.0,US,36.71666666666667,-119.81666666666666
CA,FRESNO,KFAT,FAT,72389,36,47N,119,43W,102,X,,T,,A,,2.0,US,36.78333333333333,-119.71666666666667
CA,FULLERTON,KFUL,FUL,,33,52N,117,59W,23,X,,,,A,,7.0,US,33.86666666666667,-117.98333333333333
CA,GRASS VALLEY,KGOO,,,39,13N,121,00W,950,X,,,,,,8.0,US,39.21666666666667,-121.0
CA,HALF MOON BAY,KHAF,HAF,,37,31N,122,30W,11,X,,,,,,8.0,US,37.516666666666666,-122.5
CA,HANFORD,KHJO,,,36,19N,119,37W,73,X,,,,,,7.0,US,36.31666666666667,-119.61666666666666
CA,HANFORD,KO18,,,36,19N,119,38W,74,X,,,,A,,7.0,US,36.31666666666667,-119.63333333333334
CA,HAWTHORNE,KHHR,HHR,,33,55N,118,20W,21,X,,,,A,,7.0,US,33.916666666666664,-118.33333333333333
CA,HAYWARD,KHWD,HWD,,37,40N,122,07W,9,X,,,,A,,7.0,US,37.666666666666664,-122.11666666666666
CA,HEALDSBURG,KHES,,,38,39N,122,54W,85,X,,,,W,,8.0,US,38.65,-122.9
CA,HEMET,KHMT,HMT,,33,44N,117,01W,462,X,,,,,,7.0,US,33.733333333333334,-117.01666666666667
CA,HOLLISTER MUNI,KCVH,HLI,,36,54N,121,25W,68,X,,,,W,,8.0,US,36.9,-121.41666666666667
CA,HUNTER LIGGET,KHGT,,,36,00N,121,14W,310,X,,,,,,7.0,US,36.0,-121.23333333333333
CA,IMPERIAL BEACH,KNRS,NRS,,32,34N,117,07W,15,X,,,,,,7.0,US,32.56666666666667,-117.11666666666666
CA,IMPERIAL,KIPL,IPL,,32,50N,115,35W,-16,X,,T,,A,,6.0,US,32.833333333333336,-115.58333333333333
CA,INYOKERN,KIYK,IYK,,35,40N,117,49W,746,X,,,,,,7.0,US,35.666666666666664,-117.81666666666666
CA,JACKSON,KJAQ,,,38,22N,120,48W,518,X,,,,,,7.0,US,38.36666666666667,-120.8
CA,LANCASTER/FOX,KWJF,WJF,,34,44N,118,13W,712,X,,T,,A,,6.0,US,34.733333333333334,-118.21666666666667
CA,LA VERNE/BRACKET,KPOC,POC,,34,06N,117,46W,304,X,,,,,,7.0,US,34.1,-117.76666666666667
CA,LA / WHITEMAN,KWHP,WHP,,34,15N,118,25W,302,X,,,,W,,8.0,US,34.25,-118.41666666666667
CA,LEMOORE NAS/REEV,KNLC,NLC,74702,36,19N,119,57W,69,X,,T,Z,,,6.0,US,36.31666666666667,-119.95
CA,LINCOLN,KLHM,,,38,55N,121,21W,36,X,,,,,,8.0,US,38.916666666666664,-121.35
CA,LITTLE RIVER,KLLR,,,39,16N,123,45W,175,X,,,,W,,8.0,US,39.266666666666666,-123.75
CA,LIVERMORE,KLVK,LVK,,37,42N,121,49W,120,X,,T,,A,,7.0,US,37.7,-121.81666666666666
CA,LOMPOC,KLPC,LPC,,34,40N,120,28W,26,X,,,Z,W,,7.0,US,34.666666666666664,-120.46666666666667
CA,LONG BEACH,KLGB,LGB,72297,33,49N,118,09W,10,X,,T,,A,,6.0,US,33.81666666666667,-118.15
CA,LOS ALAMITOS AAF,KSLI,,,33,47N,118,02W,8,X,,T,,,,7.0,US,33.78333333333333,-118.03333333333333
CA,LOS ANGELES,KCQT,,,34,01N,118,17W,51,X,,,,A,,7.0,US,34.016666666666666,-118.28333333333333
CA,LOS ANGELES,KLAX,LAX,72295,33,56N,118,23W,30,X,,U,,A,,0.0,US,33.93333333333333,-118.38333333333334
CA,MADERA,KMAE,MAE,,36,59N,120,07W,77,X,,,,A,,7.0,US,36.983333333333334,-120.11666666666666
CA,MAMMOTH/JUNE LAK,KMMH,MMH,,37,37N,118,50W,2167,X,,T,,,,7.0,US,37.61666666666667,-118.83333333333333
CA,MARYSVILLE,KMYV,MYV,,39,06N,121,34W,18,X,,,,A,,7.0,US,39.1,-121.56666666666666
CA,MATHER FIELD,KMHR,MHR,,38,33N,121,17W,30,X,,T,,,,7.0,US,38.55,-121.28333333333333
CA,MCCLELLAN AFB,KMCC,MCC,,38,40N,121,24W,21,X,,T,,,,7.0,US,38.666666666666664,-121.4
CA,MERCED/CASTLE AF,KMER,MER,72481,37,23N,120,34W,58,X,,T,,,,8.0,US,37.38333333333333,-120.56666666666666
CA,MERCED,KMCE,MCE,,37,17N,120,30W,49,X,,T,,A,,6.0,US,37.28333333333333,-120.5
CA,MIRAMAR NAS/SAN,KNKX,NKX,72293,32,52N,117,08W,138,X,X,T,X,,,5.0,US,32.86666666666667,-117.13333333333334
CA,MODESTO,KMOD,MOD,,37,37N,120,57W,25,X,,V,,A,,6.0,US,37.61666666666667,-120.95
CA,MOFFETT NAS/MTN,KNUQ,NUQ,74509,37,24N,122,03W,9,X,,,,,,7.0,US,37.4,-122.05
CA,MOJAVE,KMHV,MHV,,35,04N,118,09W,841,X,,,,,,7.0,US,35.06666666666667,-118.15
CA,MONTAGUE/SISKIYO,KSIY,SIY,,41,46N,122,28W,807,X,,,,A,,7.0,US,41.766666666666666,-122.46666666666667
CA,MONTEREY,KMRY,MRY,,36,35N,121,51W,51,X,,T,,A,,2.0,US,36.583333333333336,-121.85
CA,MOUNT SHASTA,KMHS,,,41,19N,122,19W,1080,X,,,,A,,7.0,US,41.31666666666667,-122.31666666666666
CA,MOUNT WILSON,KMWS,,72289,34,14N,118,03W,1745,X,,,,,,7.0,US,34.233333333333334,-118.05
CA,MURRIETA/TEMECUL,KF70,,,33,34N,117,08W,406,X,,,,W,,7.0,US,33.56666666666667,-117.13333333333334
CA,NAPA,KAPC,APC,,38,12N,122,17W,5,X,,T,,A,,7.0,US,38.2,-122.28333333333333
CA,NEEDLES,KEED,EED,,34,46N,114,37W,271,X,,U,,,,6.0,US,34.766666666666666,-114.61666666666666
CA,NEWHALL,K3A6,,,34,22N,118,34W,427,X,,,,,,7.0,US,34.36666666666667,-118.56666666666666
CA,NORTH ISLAND NAS,KNZY,NZY,,32,42N,117,13W,4,X,,T,,,,6.0,US,32.7,-117.21666666666667
CA,NOVATO/GNOSS FLD,KDVO,NOT,,38,09N,122,33W,1,X,,,,A,,7.0,US,38.15,-122.55
CA,OAKLAND,KOAK,OAK,72493,37,43N,122,14W,3,X,,U,X,A,,1.0,US,37.71666666666667,-122.23333333333333
CA,OCEANO CNTY,KL52,,,35,06N,120,37W,3,X,,,,,,8.0,US,35.1,-120.61666666666666
CA,OCEANSIDE,KOKB,OCN,,33,13N,117,21W,7,X,,,,A,,7.0,US,33.21666666666667,-117.35
CA,OCEANSIDE/RED-B,KNXF,,,33,17N,117,27W,28,X,,,,,,8.0,US,33.28333333333333,-117.45
CA,ONTARIO,KONT,ONT,,34,03N,117,35W,279,X,,T,,A,,1.0,US,34.05,-117.58333333333333
CA,OROVILLE,KOVE,OVE,,39,30N,121,37W,56,X,,,,A,,7.0,US,39.5,-121.61666666666666
CA,OXNARD,KOXR,OXR,,34,12N,119,12W,12,X,,T,,A,,7.0,US,34.2,-119.2
CA,PALMDALE,KGXA,,,34,34N,117,40W,927,X,,,,W,,8.0,US,34.56666666666667,-117.66666666666667
CA,PALMDALE,KPMD,PMD,,34,38N,118,05W,764,X,,T,,A,,6.0,US,34.63333333333333,-118.08333333333333
CA,PALM SPRINGS,KPSP,PSP,,33,49N,116,30W,123,X,,T,,A,,3.0,US,33.81666666666667,-116.5
CA,PALO ALTO,KPAO,PAO,,37,28N,122,07W,2,X,,,,,,7.0,US,37.46666666666667,-122.11666666666666
CA,PASO ROBLES,KPRB,PRB,,35,40N,120,38W,249,X,,T,,A,,6.0,US,35.666666666666664,-120.63333333333334
CA,PETALUMA,KO69,,,38,15N,122,36W,26,X,,,,,,7.0,US,38.25,-122.6
CA,PLACERVILLE,KPVF,PVF,,38,43N,120,45W,788,X,,,,,,8.0,US,38.71666666666667,-120.75
CA,POINT MUGU NAS,KNTD,NTD,72391,34,07N,119,07W,1,X,,T,,,,6.0,US,34.11666666666667,-119.11666666666666
CA,PORTERVILLE,KPTV,PTV,,36,01N,119,04W,132,X,,,,W,,7.0,US,36.016666666666666,-119.06666666666666
CA,PT. PIEDRAS BLAN,K87Q,,72390,35,40N,121,17W,21,X,,Z,,A,,7.0,US,35.666666666666664,-121.28333333333333
CA,RAMONA,KRNM,,,33,02N,116,55W,423,X,,,,A,,7.0,US,33.03333333333333,-116.91666666666667
CA,RED BLUFF,KRBL,RBL,72591,40,09N,122,15W,107,X,,U,,A,,6.0,US,40.15,-122.25
CA,REDDING,KRDD,RDD,72592,40,31N,122,18W,152,X,,T,,A,,3.0,US,40.516666666666666,-122.3
CA,REDLANDS,KREI,,,34,05N,117,09W,480,X,,,,W,,8.0,US,34.083333333333336,-117.15
